sentence1,sentence2,label
Sarakstījis mūziku vairāk nekā 100 filmām.,"Radījis mūziku tādām filmām kā ""Jaukā sieviete"" (1990), ""Mana meitene"" (My Girl, 1991), ""Paisuma princis"" (The Prince of Tides, 1991), Glengarry Glen Ross (1992), ""Bēglis"" (1993), ""Viss pieriebies"" (1993), ""Juniors"" (Junior, 1994), ""Ūdenspasaule"" (Waterworld, 1995), ""Kādā jaukā dienā"" (1996), ""Zvaigžņu basketbols"" (1996), ""Pirmatnējās bailes"" (1996), ""Mana labākā drauga kāzas"" (1997), ""Sātana advokāts"" (The Devil's Advocate, 1997), ""Sestais prāts"" (1999), ""Neievainojamais"" (Unbreakable, 2000), ""Bagātību planēta"" (2002), ""Zīmes"" (2002), ""Ciems"" (2004), ""Līdzzinātājs"" (2004), ""Karalis Kongs"" (King Kong, 2005), ""Betmens: Sākums"" (2005), ""Asiņainais dimants"" (2006), ""Maikls Kleitons"" (2007), ""Es esmu leģenda"" (2007), ""Notikums"" (2008), ""Tumšais bruņinieks"" (2008) (radījis mūziku kopā ar Hansu Cimmeru), ""Nepakļaušanās"" (Defiance, 2008), ""Šopaholiķes atzīšanās"" (2009), ""Solta"" (2010), ""Tūrists"" (2010), ""Mīlestība un citas zāles"" (2010), ""Zaļais lukturis"" (2011), ""Borna mantojums"" (2012), ""Sniegbaltīte un mednieks"" (2012), ""Bada spēles (2012), ""Upurējot bandinieku"" (2014), ""Melnā feja Malefisenta"" (2014), ""Nakts reportieris"" (2014), ""Fantastiskās būtnes — un kur tās meklēt"" (2016), ""Detroita"" (Detroit, 2017), ""Sarkanais zvirbulis"" (2018), ""Apslēptā dzīve"" (2019), News of the World (2020) un ""Džungļu kruīzs"" (2021).",1
"Kusko bija impērijas administratīvais, politiskais un militārais centrs.","Peru iekarošana, Preskots, 1847. gads (angliski) Inku zeme Hirama Binghama darbs (izdots 1912—1922 CE).",1
Pirms plašas USB izplatības tā bija ātrākā PC savietojamo datoru ārējā pieslēgvieta.,Paralēlā pieslēgvieta parasti ir ligzda ar 25 caurumiem 2 rindās (attēlā).,1
"Reaģējot ar gaisa skābekli, tas kļūst dzeltens.",Latvija var!,1
"Kopš 2025. gada Malasija pārstāv Nīderlandes Eredivisie komandu PSV Eindhoven, kas viņu īrē no Manchester United.",Nīderlandes futbola izlases sastāvā debitējis 2021. gadā.,1
"Apkaimē kālija sāļu iegulas, kas tiek ekspluatētas no 1922. gada.","Pēc kara līdz 1991. gadam — Ukrainas PSR sastāvā. 1983. gada 14. septembrī lietus pārrāva atliku glabātuves dambi, un Stebnikā notika ekoloģiska katastrofa — 5 miljoni tonnas kālija sāļu ieguves blakusproduktu iekļuva upē, piesārņojot Dņestru, piesārņojumam nokļūstot arī Melnajā jūrā.",1
Kopš 2022. gada Doans spēlē Vācijas Bundeslīgas komandā SC Freiburg.,Pārstāvējis izlasi 2020. gada vasaras olimpiskajās spēlēs un 2022. gada FIFA Pasaules kausā.,1
Filmas režisors ir Imants Krenbergs.,"Imants Skrastiņš — Vaivars Rolands Zagorskis — Ozoliņš Tatjana Pope — Žeņa Vladimirs Žuks — Zvezdins Gundars Āboliņš — Stass Rubens Karapetjans — Akopjans Normunds Ozoliņš — Jānis Mihails Zabočijs — Valdmanis Daila Iltnere — Marta Epizodēs: Piedalās Rīgas un Liepājas jūrskolu kursanti un burinieka ""Kruzenštern"" ekipāža.",1
Dzejnieka Knuta Skujenieka tēvs.,Miris 1965. gada 11. jūnijā Klīvlendā no kaulu vēža.,1
Tā bija sezonas trešā sacīkste.,"Sacīkstē kopā finišēja 15 piloti, bet pārējie 7 braucēji izstājās.",1
Statistiskas rādītājos tiek atsevišķi uzskaitītas savāktās atlēkušās bumbas uzbrukumā un aizsardzībā.,"NBA vēsturē visvairāk atlēkušās bumbas ir savācis Vilts Čemberlens — 23 924 atlēkušās bumbas, viņš arī ir savācis visvairāk atlēkušās bumbas vienā spēlē — 1960. gadā V.",1
To 1947. gada 29. oktobrī nodibināja Turcijas ebreju žurnālists Avrams Lejons (Avram Leyon).,"Izdevējs ir Ivo Molinass (İvo Molinas), galvenais redaktors — Jakups Barokass (Yakup Barokas).",1
Citu kustības organoīdu tiem nav.,"Sakņkāju virsklasē ir piecas klases (Lobosea, Acarpomyxea, Mycetozoea, Filosea, Granuloreticulosea).",1
Dažkārt to uzskata par Levantes jūras ziemeļu daļu Nosaukumu ieguvusi no senās Kilikijas zemes Mazāzijas pussalas dienvidaustrumos dienvidos no Taura kalniem.,The Encyclopedia of Earth.,1
"MLB līgā debitējis 1989. gadā Kalifornijas ""Angels"" sastāvā, pēc tam spēlējis Ņujorkas ""Yankees"", Čikāgas ""White Sox"" un Milvoki ""Brewers"" klubu sastāvā.","ASV izlases sastāvā uzvarēja 1988. gada vasaras olimpiskajās spēlēs, kur beisbols tika iekļauts kā demonstrējumu sporta veids. 1988. gadā tika izraudzīts MLB drafta pirmajā kārtā.",1
"Dzimis 1860. gada 6. jūlijā Raunas mācītājmuižā Raunas draudzes novada luterāņu mācītāja Emīla Georga Hermaņa Sokolovska (1819-1869) un viņa sievas Vilhelmīnes (Minnas), dzimušas Zengbušas (Sengbusch), ģimenē. 1869. gadā kopā ar vecāku ģimeni pārcēlās uz Rīgu, mācījās Vidzemes guberņas ģimnāzijā (1872-1878) Rīgā.","Niemeyer, 1902. un 1907., atkārtots izdevums 1959. Русская школа в Восточной Сибири и Приамурском крае. Харьков, 1914 Lebenserinnerungen, in: Baltische Hefte 4 (1957/58), 228-235 lpp.",1
A.,"Kočņeva ir precējusies ar bijušo padomju vingrotāju Valēriju Ļukinu, arī viņu meita Nastja Ļukina ir profesionāla vingrotāja.",1
"Nosaukums cēlies no sališu indiāņu vārda tsillian, kas varētu apzīmēt gan jēdzienu ""ezers"", gan ""zils ūdens"".","Lake Chelan Boat Tour — detāls interesanto apskates punktu apraksts Arhivēts 2007. gada 10. maijā, Wayback Machine vietnē.",1
Trases gaitaː Maskava—Rostova (189 km)—Jaroslavļa (246 km)—Vologda (441 km)—Veļska (720 km)—Holmogori (1152 km)—Arhangeļska (1232 km)—Severodvinska (1267 km).,"Autoceļu no Maskavas līdz Mitiščiem modernizēja 1990. gadu beigās, posmu līdz Puškino sāka pārbūvēt 2003. gadā.",1
"Autoceļš ir 19,7 km garš un klāts ar asfaltbetona un grants segumu.","Ceļš šķērso Rēzeknes novada Sakstagala, Kantinieku un Dricānu pagastus.",1
Radījis Bērzgales Dieva apredzības baznīcas altārgleznas. 1872. gadā pieminēts Viļņā strādājošā mākslinieka un pedagoga Ivana Trutņeva skolnieku skaitā.,Lietuvas Mākslas muzejā atrodas Stefanska glezna Karolio Hryneveckio portretas.,1
"Kopā ar VEF Rīga kļuvis par Latvijas Basketbola līgas (LBL) čempionu 2023. gadā, kļūstot arī par finālsērijas MVP.","Spēlējis arī Ķīnā un Francijā. 2024. gada vasarā tika paziņots, ka N.",1
Ļoti resnu virvi mēdz saukt par tauvu.,"Ja virve izgatavota no stieplēm, tad to sauc par trosi.",1
"Šajās olimpiskajās spēlēs Igaunija bija pārstāvēta ar 32 sportistiem (23 vīrieši un 9 sievietes), 11 olimpiskajos sporta veidos.","Pēdējoreiz medaļa Igaunijai šajā sporta veidā bija 1936. gada Berlīnes spēlēs, kad zelta medaļu bija izcīnījis Kristjans Palusalu.",1
"Zināma ar Muļķītes lomu filmā ""Andrejs Rubļovs"" un Ivana mātes lomu filmā ""Ivana bērnība"".","Šis dāvinājums būs muzeja ekspozīcijas pamatā. 1962 - Ivana bērnība (Ivana māte) 1966 - Andrejs Rubļovs (Muļķīte - Дурочка) 1967 - Доктор Вера (galvenajā lomā) 1969 - Женя 1974 - Пусть он останется с нами 1975 - Крестьянский сын 1981 - Сказка, рассказанная ночью 1983 - Приключения Незнайки (Незнайка с нашего двора, TV) 1986 - Степная эскадрилья ""Kristāla zvaigzne"" (Étoile de Cristal), Francijas Kinoakadēmijas balva par Muļķītes (Дурочка) lomu filmā ""Andrejs Rubļovs"" (nominācija ""Labākā ārzemju aktrise"", 1978. gads) Zelta medaļa XIX neoreālistisko filmu kinofestivālā Avellīno (kā režisorei-inscenētājai, 1978. gads) Тарковский был «разрешённым контрреволюционером».",1
"Ievēlēts no partijas ""Saskaņa"".",Dzīves vieta — Rīga. 2002. gadā beidzis Rīgas 72. vidusskolu.,1
Rēzeknes pulka iela sākas krustojumā meža rajonā pie Dārzkopības ielas un beidzas krustojumā ar Tiltu un Mastu ielu.,"Rēzeknes pulka ielā atrodas pirmsskolas izglītības iestāde ""Saulīte"".",1
FIBA Oceania atbild par basketbola turnīriem Okeānijā.,Organizācijas priekšsēdētājs ir austrālietis Deivids Reids.,1
"Atmosfēras spiedienā šķidrais slāpeklis vārās pie –195,8° C, tā blīvums ir 0,808 g/cm3.","To izmanto dažādu laboratorijas iekārtu (lādiņsaites matricu, rentgenstaru detektoru, augsttemperatūras supravadītāju) dzesēšanai.",1
Vēlēšanās Ropažu novada domē tika ievēlēti 15 deputāti.,"Ropažu novada domes vēlēšanās piedalījās 2 468 vēlētāji jeb 53,49% no balsstiesīgajiem.",1
"Tā ir pirmā filma, kuras pamatā ir oriģinālais televīzijas seriāls ""Kima Possibla"", kas stāsta par noziedzības apkarotāju vidusskolas karsējmeiteni Kimu, kura šajā filmā cīnās ar laikā ceļojošu noziedznieku grupu.",Kristija Kārlsone Romano ieskaņo Kimu Dakota Faninga ieskaņo Kimu bērnībā Vills Frīdls ieskaņo Ronu Harisons Fans ieskaņo Ronu bērnībā Nensija Kārtlaita ieskaņo Rufusu Maikls Dorns ieskaņo Rufusu 3000 Tadžs Morvri ieskaņo Veidu Maikls Klārks Dankans ieskaņo Veidu no nākotnes Nikola Salivana ieskaņo Šīgo Džons Dimadžio ieskaņo Doktoru Drakenu Toms Keins ieskaņo Pērtiķdūri Braiens Džordžs ieskaņo Dafu Killiganu Gerijs Kouls ieskaņo Kimas tēvu Džīna Smārta ieskaņo Kimas māti Šons Flemings ieskaņo dvīņus Džimu un Timu Fredijs Prinss ieskaņo Džimu un Timu no nākotnes Raven-Symoné ieskaņo Moniku Vivika A.,1
"Pašlaik (2022) pārstāv Kontinentālās hokeja līgas klubu HK ""Soči"".","Latvijas hokeja izlases rindās spēlējis 2013. gada Pasaules čempionātā junioriem. 2024. gada 29. maijā Jeļisejevs parakstīja līgumu ar Kontinentālās hokeja līgas klubu HK ""Soči"", ar ko atteicās no iespējas nākotnē spēlēt Latvijas izlasē.",1
"Vaizmena pirmais kosmiskais lidojums sākās 2014. gada maijā kosmosa kuģī Sojuz TMA-13M, dodoties uz SKS 40. ekspedīcijas sastāvā.",Uz Zemes atgriezās 2014. gada novembrī.,1
Izvietojies novada dienvidrietumos uz rietumiem no autoceļa P72.,Tīreļu purvs LĢIA karšu serveris LĢIA karšu serveris LĢIA karšu serveris Latvijas daba. 1. sējums.,1
"Ar 1991. gada debijas albuma Blue Lines izdošanu Massive Attack tika slavēta kritiķu aprindās par džeza, hiphopa, roka un soulmūzikas sapludināšanu pavisam jaunā mūzikas žanrā triphopā.","Heligoland 2010. gada 8. februārī Oficiālā mājaslapa Arhivēts 1998. gada 3. decembrī, Wayback Machine vietnē.",1
"Dzimis 1872. gadā Viborgā diriģenta Ernsta Bernharda Šnēfogta (1835—1905) ģimenē. 1890. gados kā čellists devās koncertturnejās pa Eiropu, bija Helsinku filharmonijas orķestra galvenais čellists (1896—1902). 1901. gada jūlijā viņš kopā ar Helsinku filharmonijas orķestri uzstājās Dubultu konzertzālē, bet 1902. gadā visu vasaru Helsinku simfoniskais orķestris Dubultos muzicēja Šnēfogta vadībā, kas pievilka lielu klausītāju skaitu.","Tad devās uz Austrāliju, tad uz ASV, kur diriģēja Losandželosas filharmonijas orķestri (1927—1929). 1929. gadā Šnēfogts atgriezās Latvijā un bija Latvijas Nacionālās operas galvenais diriģents (1929—1931) un Latvijas Konservatorijas mācībspēks (viņa meistarklasē mācījās Jānis Norvilis un Leonīds Vīgners).",1
Tā parasti ir sedliene vai aiza — pazeminājums kalnu grēdā vai korē.,"No militārā viedokļa raugoties, kalnu pārejas ir stratēģiski svarīgi objekti.",1
T.,Ekspedīcija apguva polimetālu rūdu atradnes.,1
Dibināts kā biedrība 1997. gadā pēc A.,Andrejsona vadībā trenējas jaunieši.,1
"Autoceļa kopējais garums ir 13,7 km un tas visā garumā klāts ar asfaltbetona segumu.",Ceļš šķērso Dobeles novadu. 2015. gada 24. februārī tika izsludināts konkurss par autoceļa P102 melnā seguma periodiskās uzturēšanas darbiem pilnā garumā.,1
"Sākas no kalnu ledāja Hindukuša ziemeļaustrumos kā Vāhdžīra (persiešu: وخجیر‎), tek pa šauru ieleju starp Hindukušu un Pamiram piederīgo Sarikolas Muztagu.",Rīga : Galvenā enciklopēdiju redakcija. 1978. 571. lpp.,1
Korporācija ir dibināta 1956. gadā.,"SFK nesen ieguldīja 9 miljonus dolāru kautuves iekārtas modernizācijai Amazones reģionā, kas pieder Brazīlijas lielākā liellopu gaļas ražotājam, neskatoties uz vietējo NVO iebildumiem. 2009. gadā iekšējā auditā konstatēts, ka SFK ir ignorējusi savas vides un sociālās aizsardzības standartus, kad tā apstiprināja gandrīz 200 miljonu dolāru aizdevumu palmu eļļas ražošanai Indonēzijā.",1
Vēstuļu loma saskarsmes nodrošināšanai laika gaitā ir ievērojami mainījusies.,"Fakss padarīja saziņu vēl vieglāku, jo ziņu varēja nosūtīt no nosūtītāja mājas uz saņēmēja māju.",1
Šajā laikā turpinās Livonijas pilsoņu karš par Rīgas kontroli.,"Konrāda vadībā 1323. gadā Livonijas ordeņa karaspēks iebruka tajā Lotigolas daļā, kas atradās Novgorodas Republikas pakļautībā. 18 dienas tiek aplenkta Pleskava. 1324. gadā Novgorodas karaspēks veica pretuzbrukumu Ordeņa pārvaldītajā Lotigolas daļā un aizveda gūstā daudz iedzīvotāju.",1
Administratīvi pieder Nunavutas teritorijai.,Sea Islands Canadian Geographical Names Database (CGNDB).,1
Tas palaists 2013. gada februārī Nacionālās Aizsardzības departamenta vajadzībām.,"Royal Canadian Air Force, 2013-02-25 SSTL’s 40th satellite platform launch: Sapphire reaches orbit Arhivēts 2013. gada 2. martā, Wayback Machine vietnē.",1
"Interleikīns 5 inducē imūnglobulīnus IgM, IgG, IgE, stimulē aktivēto B šūnu vai B šūnu limfomu augšanu, pastiprina dažus efektus, kurus inducē Interleikīns 4 (tādus kā IgE sintēze un FcεRI ekspresija).",Interleikīnu 5 sintezē Th2 šūnas.,1
Kopš 2023. gada Iljaramendi spēlē MLS līgas komandā FC Dallas.,Spānijas futbola izlases sastāvā Iljaramendi debitēja 2017. gada 7. jūnijā spēlē pret Kolumbiju.,1
"Tā bija 20. gadsimta 20.—30. gados īstenotās ""iesakņošanās"" (коренизация) politikas daļa.","Tomēr 1936. gadā sākās jauna kampaņa — visu PSRS tautu valodu rakstība kirilicā, kas pamatā tika pabeigta līdz 1940. gadam (vācu, gruzīnu un armēņu valoda, kā arī jidišs palika nekirilizēts, bet pēdējās trīs valodas netika pat latinizētas).",1
NBA sezona.,Piezīmes z – Ieguva mājas spēļu priekšrocības visām izslēgšanas spēlēm. c – Ieguva mājas spēļu priekšrocības konferences izslēgšanas spēlēm. y – Ieguva divīzijas titulu. x – Iekļuva izslēgšanas spēlēs.,1
"Flotiles sastāvā bija 7 krasta apsardzes kuģi. 2001. gadā pārņem kuģi Astra, kas jaunākais kuģis Jūras spēkos. 2004. gada reorganizācijas rezultātā, Krasta apsardzes kuģu flotili pārdēvē par Krasta apsardzes dienestu, atstājot koordinācijas un vadības funkcijas, bet kuģus nododot Patruļkuģu eskadrai.","Lai atvieglotu ziņošanu Jūras spēku Krasta apsardzes dienesta Jūras meklēšanas un glābšanas koordinācijas centram (MRCC Rīga) par nelaimes gadījumiem jūrā, kopš 2015. gada 1. janvāra ir ieviests bezmaksas ārkārtas tālrunis 115.",1
Tas atļauj programmatūrai realizēt plašas daudzkanālu iespējas spējīgām skaņas kartēm.,"ASIO specifikācija nosaka saskarni ar skaņas karti caur profesionālo skaņas karšu izstrādātāju izstrādātu ASIO dzini, kas iespēj audio/MIDI programmai lietot visas iespējamās skaņas kartes ievades un izvades, kas ļauj lietotājam noteikt, kuru no ievadēm lietot ierakstam un kuru atskaņošanai, lietojot ar ASIO savietojamu programmu, kas savukārt atļauj lietotājam ierakstīt vairākus celiņus vienlaicīgi.",1
Līdz gada beigām ir atlikušas 284 dienas.,"Dziedra, Gabriela, Gabriels, Tamāra 1873. gads — Spānijas Nacionālā asambleja pieņēma likumu, ar kuru tika atcelta verdzība Puertoriko. 1894. gads — notika pirmā Stenlija kausa izcīņas izslēgšanas spēle. 1933. gads — ASV prezidents Franklins Rūzvelts pieņēma likumprojektu, ar kuru legalizēja alus un vīna tirdzniecību. 1939. gads — Otrais pasaules karš: Vācija okupēja Lietuvai piederošo Klaipēdas apgabalu. 1943. gads — Otrais pasaules karš: Vācijas karaspēks nodedzināja Baltkrievijas ciemu Hatiņu (Хаты́нь), dzīvus sadedzinot visus tā iedzīvotājus. 1945. gads — dibināta Arābu valstu līga. 1993. gads — Intel izlaida pirmo Pentium mikroprocesoru. 1995. gads — kosmonauts Valērijs Poļakovs atgriezās uz Zemes, uzstādot kosmosā uzturēšanās rekordu — 438 dienas. 1997. gads: Tāra Lipinska 14 gadu vecumā kļuva par jaunāko pasaules čempioni daiļslidošanā.",1
Pirmo reizi automašīna tika izrādīta 2008. gada Londonas autoizstādē.,Opel Insignia ražo kopš 2009. gada.,1
"Anteklīze aizņem Baltkrievijas teritorijas centrālo un ziemeļrietumu daļu, tai piegulošās Latvijas un Lietuvas teritorijas, kā arī Polijas ziemeļaustrumus.",Latvijas daba. 1. sējums.,1
Gandrīz visu savu karjeru pavadījis Beļģijā.,"Beļģijas futbola izlases sastāva spēlējis 1990., 1994. un 1998. gada FIFA Pasaules kausā, kā arī 2000. gada Eiropas čempionātā.",1
Vairāku Vispārējo latviešu dziesmu svētku virsdiriģenti.,Arī Juris Jurjāns no 1879. līdz 1883. gadam mācījās Pēterburgas konservatorijā un bija mežradznieks Pēterburgas Ķeizariskās operas orķestrī.,1
Hipertensijas gadījumā novēro sirds hipertrofiju.,"Terapijas mērķis ir samazināt labā kambara slodzi, samazinot spiedienu plaušu artērijā.",1
"Aras ir vieni no lielākajiem papagaiļiem (46 — 95 cm) ar spilgtu un krāšņu apspalvojumu, garu ķīļveida asti un varenu, izteikti izliektu knābi.","Kubas ara zināma no ādiņām, kas saglabājušās muzejos.",1
"Kopš 2023. gada Bartošāks pārstāv Čehijas Ekstralīgas komandu Mountfied HK"". 2013. gada NHL draftā Bartošāku ar kopējo 146. numuru piektajā kārtā izvēlējās Losandželosas ""Kings"".","Čehijas hokeja izlases sastāvā piedalījies 2019. gada Pasaules čempionātā, kā arī 2018. un 2022. gada ziemas olimpiskajās spēlēs.",1
Tie var pildīt arī osmoregulācijas un sadales funkcijas.,"Visā kanālu garumā ir izvietotas zvaigžņveida šūnas, un no katras šūnas atiet skropstiņu pušķis, kas virza hipertonisko šķīdumu cauri izvadkanālam laukā no organisma.",1
Izvietojusies Armēnijas kalnienes dienvidu malā un stiepjas 600 km garumā no Džejhanas ielejas līdz Vanas ezeram.,Ģeogrāfijas vārdnīca Pasaules zemes un tautas.,1
"Autoceļš ir ar asfaltbetona segumu un tā garums ir 41,6 km.","Ceļš šķērso Gulbenes un Alūksnes novadus. 2014. gada novembrī P34 9. kilometrā tika pabeigta tilta pār Tirzu seguma atjaunošana. 2015. gada 9. februārī tika izsludināts konkurss par autoceļa P34 posma Lejasciems-Jaunbirzes (8,0-9,8km) seguma atjaunošanu.",1
"Kurzemes bruņniecība sāka veidoties 13. gadsimtā kā Kurzemes sabiedrības valdošā šķira teritorijās, ko pārvaldīja Livonijas ordenis, Kurzemes bīskapija, vēlāk tā veidoja Kurzemes un Zemgales hercogistes, Piltenes apgabala un Kurzemes guberņas administrāciju. 1629.—1634. gados Kurzemē tika imatrikulētas 119 bruņnieku dzimtas, bet no 1819. līdz 1841. gadam tajā iekļāva arī Piltenes apgabala bruņniecību.",Atjaunināts: 2021. gada 16.,1
Parasti (sadzīvē un ikdienā arī ķīmijā) šo terminu lieto kā sinonīmu šķīduma kvantitatīvajam sastāvam jeb vielas saturam šķīdumā.,"Thor, ""Quantities, Units and Symbols in Physical Chemistry"", IUPAC Green Book, 3rd Edition, 2nd Printing, IUPAC & RSC Publishing, Cambridge (2008) — p. 48.",1
Tas ir balstīts uz Marvel Comics Galaktikas sargu komandas tēliem.,"Speciālizlaidums saņēma pozitīvas kritiķu atsauksmes par humoru, Ganna režiju un aktierspēli (lielākoties Batista, Klementjeva un Beikons).",1
Tiņanova) atrodas Rēzeknes pilsētas dienvidu rajonā.,Tiņanova iela ir savienota ar šādām ielām: Latgales iela (T veida krustojums) Kuldīgas iela Bauskas iela Kalēju iela F.,1
Kristālrežģa starpplākšņu attālumus nosaka pēc Brega likuma.,Nepieciešams 2D detektors.,1
"Dzimis 1893. gada 17. maijā, pēc ekonomikas studijām darbojās kā nodokļu inspektors un Apgādības ministrijas vicedirektors.",Latvijas Tautas padome (stenogrammas).,1
"Veicot SVID analīzi, izvērtē iekšējo un ārējo faktoru sniegtās priekšrocības un problēmas.","Iespējas — tie ārējie faktori, kas var organizācijai palīdzēt sasniegt noteikto mērķi.",1
Lauteres iela sākas pārejot no Lībagu ielas un beidzas pārejot Cīruļu ielā.,Iela nosaukta Lauteres — ciema Madonas novadā — vārdā.,1
"Fērgusona pirmais kosmiskais lidojums notika 2006. gada septembrī Space Shuttle misijā STS-115, esot pilota statusā.",Viņš piedalījās kosmosa kuģa CST-100 Starliner izstrādē.,1
Daugavas ieleja ziemeļos to šķir no Vidzemes augstienes.,"Uzskata, ka pa Sēlijas paugurvalni vedis ceļš no Lietuvas gar Saukas, Viesītes un Piksteres ezeriem uz Sēlpils pilskalnu un Indriķa hronikā minēto pārceltuvi pāri Daugavai.",1
"A grupas pirmās vietas ieguvēji iekļuva 1. divīzijas B grupā, bet B grupas uzvarētāji kvalificējās uz A grupu.","Nīderlande▼  Horvātija†*  Austrālija*3  Spānija*  Ķīna*  Izraēla^ * automātiski kvalificējas 2022. gada Pasaules hokeja čempionāta 2. divīzijas A grupā ^ kvalificējas, uzvarot 2019. gada Pasaules čempionātā hokejā 2. divīzijas B grupā † rīkotāji ▼ kvalificējās izkrītot no 2019. gada Pasaules čempionāta hokejā 1. divīzijas 3 izstājās COVID-19 pandēmijas dēļ Avots: IIHF (H) Mājinieki; (P) Paaugstināts.",1
"Dzimis 1826. gada 1. martā Visustu muižā (Wissust) Tartu apriņķī Vidzemes landmaršala Aleksandra fon Etingena (1798—1846) un viņa sievas Helēnas, dzimušas fon Knoringas (1794—1863), ģimenē.",Miris 1876. gada 17. jūnijā Karlsbādes kūrortā.,1
"Nereti tas tiek aplami attiecināts uz visu Indijas kino jomu.[nepieciešama atsauce] Vārds Bolivuda ir salikums no vārdiem ""Bombeja"" (agrākais Mumbajas nosaukums) un ""Holivuda"", kas ir ASV kinematogrāfijas centrs.","Lai arī daudzi uzsver, ka šis apzīmējums nekorekti piedēvē Mumbajā veidotajām filmām Holivudas pakaļdarinājuma statusu, termins ir kļuvis plaši izplatīts, ko pierāda arī savs ieraksts Oksfordas skaidrojošajā vārdnīcā.",1
Gruntes iela sākas krustojumā ar Vārpu ielu un beidzas krustojumā ar Kantora ielu.,Attīstības plānos ir paredzēts Gruntes ielas brauktuvi izbūvēt pilnībā.,1
"Tam nav sistēmbloka, jo tas ir iebūvēts aiz monitora.",Pirmais iMac — iMac G3 — iznāca 1998. gadā un izcēlās ar lielo krāsaino un caurspīdīgo monitora korpusu.,1
"Šīs grupas pārstāvju fosilās paliekas ir zināmas jau no perma perioda, un daudzi speciālisti uzskata šo grupu kā primitīvākos hemipteroīdus.","Ķērpjutu kārta (Psocoptera) apakškārta Trogiomorpha dzimta Lepidopsocidae dzimta Trogiidae dzimta Archaeatropidae dzimta Empheriidae dzimta Psoquillidae apakškārta Troctomorpha dzimta Electrentomidae dzimta Compsocidae dzimta Musapsocidae dzimta Protroctopsocidae dzimta Troctopsocidae dzimta Liposcelidae dzimta Pachytroctidae dzimta Sphaeropsocidae apakškārta Psocomorpha dzimta Ectopsocidae dzimta Elipsocidae dzimta Lachesillidae dzimta Mesopsocidae dzimta Peripsocidae dzimta Philotarsidae dzimta Pseudocaeciliidae dzimta Trichopsocidae dzimta Asiopsocidae dzimta Amphipsocidae dzimta Caeciliusidae dzimta Stenopsocidae dzimta Dasydemellidae dzimta Hemipsocidae dzimta Psocidae dzimta Psilopsocidae dzimta Myopsocidae dzimta Calopsocidae dzimta Archipsocidae dzimta Bryopsocidae dzimta Philotarsidae dzimta Sabulopsocidae Latvijas ķērpjutu sugu saraksts Arhivēts 2007. gada 27. septembrī, Wayback Machine vietnē.",1
"Vācu vārds Linde sākotnēji bija saīsināta vecāku vārdu forma, piemēram, Dietlinde un Sieglinde.",Lexicon der Vornamen (second izd.).,1
Spēli izdeva skotu kompānija DMA Design (tagad Rockstar North) un ASC Games 1997. un 1998. gadā.,Kopš 2004. gada abas spēles - GTA I un GTA II - var ielādēt par brīvu no Rockstar Games oficiālās mājaslapas.,1
"Šīs puslodes centrs atrodas Jaunzēlandē, tā koordinātas - 47°13′D 178°28′A.",Pretējā puslode saucas - sauszemes puslode - tajā atrodas visi pārējie 86% Zemes sauszemes.,1
"Kaujas noritēja starp Sudānas valdības spēkiem, kas pāstāvēja Sudānas arābus (musulmaņus) un Sudānas dienvidos bāzētajiem Sudānas Tautas atbrīvošanas armijas kaujiniekiem, kas pārstāvēja valsts dienvidu iedzīvotājus - ne-arābu tautas (vairums no tiem kristieši un tradicionālo reliģiju piekritēji).","Nevienai no pusēm negūstot pārsvaru, karš beidzās ar Naivašas vienošanos, kuras rezultātā 2011. gadā notika Dienvidsudānas neatkarības referendums un nodibinājās neatkarīgā Dienvidsudānas valsts.",1
"Tā simbolizē Labā gana kalpojumu, ko veic uzticētās tautas vidū, tas ir, būt nomodā par ticību un morāli, tā ir pastorālā kalpojuma zīme.","Vērstu ar izliekumu uz sevi, zizli bīskaps lieto, ejot procesijā, sakot homīliju, klausoties Evaņģēlija pasludināšanu, pieņemot solījumus un ticības apliecinājumu, dodot svētību, svinot sakramentus, kā arī sakramentālijas.",1
"Ietilpst Arhangeļskas apgabala administratīvajā teritorijā «Franča Jozefa Zemes un Viktorijas salas salu teritorija», bet vietējās pašvaldības nozīmē pieder Primorskas rajonam.",Detālu salas krastu kartēšanu pirmā veica Džeksona un Hermsvorta ekspedīcija 1894.—1897. gadā. 1913./1914. gadā Tihajas līcī uz ziemošanu apmetās Georgija Sedova ekspedīcija ar kuģi Svjatoj Mučenik Foma. 1929. gadā Tihajas līča krastā tika izveidota pirmā polārstacija Franča Jozefa Zemē Buhta Tihaja. 1932. gadā tā tika pārveidota par magnētisko observatoriju un tās pirmais vadītājs bija Ivans Papaņins. 1959. gadā stacija tika slēgta un pārcelta uz Heisa salu (Krenkeļa observatorija).,1
Latvijas Krievu kopienas Daugavpils nodaļas priekšsēdētājs. 1978. gadā absolvēja Rīgas Politehnisko institūtu kā inženieris celtnieks.,"No 2005. līdz 2009. gadam Daugavpils domes deputāts no PCTVL, domes priekšsēdētāja vietnieks.",1
"Pirmās līgas sezona, kas sākās 2013. gada 6. aprīlī, bet noslēdzās 10. novembrī.","Tajā piedalījās 16 komandas, kas aizvadīja divu riņķu turnīru.",1
