sentence1,sentence2,label
"Uzvaru tajā izcīnīja Krievijas izlase, kas finālā ar 60—59 uzvarēja laukuma saimniekus Spāniju.",Eiropas čempionāta izloze notika Madridē 2006. gada 19. oktobrī.,0
Saūda Arābijas futbola izlasi pārvalda Saūda Arābijas Futbola federācija.,Āzijas kausa izcīņā Saūda Arābija ir piedalījusies 10 reizes un ir trīskārtēji Āzijas čempioni. 1930-1974 - Nepiedalījās 1978-1990 - Nekvalificējās 1994 - Astotdaļfināls 1998 - Grupu turnīrs 2002 - Grupu turnīrs 2006 - Grupu turnīrs 2010 - Nekvalificējās 2014 - Nekvalificējās 2018 - Grupu turnīrs 2022 - Grupu turnīrs 1956—1972 — Nepiedalījās 1976 — Izstājās 1980 — Nepiedalījās 1984 — Čempioni 1988 — Čempioni 1992 — 2. vieta 1996 — Čempioni 2000 — 2. vieta 2004 — Grupu turnīrs 2007 — 2. vieta 2011 — Grupu turnīrs 2015 — Grupu turnīrs 2019 — Astotdaļfināls 2023 — Komandas sastāvs 2022. gada FIFA Pasaules kausa finālturnīrā.,0
"Kurzemes, Zemgales un Sēlijas vēsturiskās zemes atradās Krievijas Impērijas Kurzemes guberņas sastāvā, saglabājot savu autonomiju, statūtus, landtāgu un tiesu.","Latgales vēsturiskā zeme atradās Vitebskas guberņas Daugavpils, Ludzas un Rēzeknes apriņķu sastāvā.",0
"Senākā literatūrā dālijas tiek sauktas par ģeorģīnēm (lietots vācu un krievu valodā, cēlies no vācu botāniķa Johana Gotlība Georgi vārda).",Šīs puķes plaši tiek kultivētas visā pasaulē.,0
"Grupu dibināja brāļi Džekijs, Tito, Džermeins, Malons un Maikls, nosaukdami to par The Jackson Brothers.","The Jackson 5 bija viena no nedaudzajām grupām, kuras pirmie pieci singli, kas tikuši ierakstiti kādā no lielajām mūzikas ierakstu kompānijām, sasniedz Billboard Hot 100 topa augšu.",0
"Pēc būtības antikapitālistiska partija, kura ir par valsts paternālismu, sevišķi lauksaimniecībā.",Partijas sociālā bāze ir lauku iedzīvotāji.,0
"Pašlaik (2021) Brauns pārstāv NHL komandu Otavas ""Senators"".","Kopš 2019. gada spēle Otavas ""Senators"".",0
"Nosaukums ""centime"" ir cēlies no latīņu vārda centum, kas nozīmē ""simts"".","Santīms bija arī mazākā Latvijas valūtas vēsturiskā vienība, kas bija daļa no Latvijas lata.",0
Atrodas Kenifras nacionālā parka teritorijā.,"Līdz 1934. gadam, kad ezerā tika ielaistas karpas, šeit dzīvoja endēma foreļu suga Salmo pallaryi.",0
Pašlaik (2019) Bertrāns pārstāv Šveices hokeja līgas komandu HC Fribourg-Gottéron.,Francijas hokeja izlases sastāvā ir spēlējis piecos Pasaules čempionātos.,0
"Internetā populāra kļuvusi žurnālista Andrāša Feldeša uzņemtā fotogrāfija, kas kļuvusi gan par humanitārās krīzes, gan netaisnīga kara ilustrāciju.","Aleteia. «""Madonna of Kyiv"" icon depicted in one of the churches of Naples». risu.ua. «Our Lady of Kiev: Ukrainian nursing woman becomes a symbol of worship».",0
Vējdzirnavās visbiežāk tiek malti graudi vai sūknēts ūdens.,Atsevišķas vējdzirnavas tika regulāri ekspluatētas līdz pat 20. gadsimta 60. gadiem.,0
Filmas režisors ir Oļģerts Dunkers.,Maija Apine — Viktorija Jānis Reinis — Juhanness Tatjana Kuzņecova — Kamilla Rūdolfs Plēpis — Oto Gunārs Cilinskis Gražina Baikštīte Rūdolfs Allaberts Valentīns Skulme Ivars Puga Juris Lejaskalns Antra Liedskalniņa IMDb profils (angliski) allmovie identifikators am545707 nav derīgs.,0
"Skriptu valodas bieži ir integrētas noteiktā lietojumprogrammatūrā, bez kuras skripti nevar darboties.","Galvenais datu tips ir simbolu rinda, ar kuru var izteikt jebkuru objektu.",0
Elektronegativitāti mēdz apzīmēt ar grieķu burtu χ.,"Pelēkā krāsā elementi, kas neveido savienojumus, vai to atomi ir pārāk nestabili, lai veidotu izpētāmus savienojumus.",0
"Izvietojusies valsts austrumos, aizņem Jaungvinejas salas Indonēzijas daļas centrālo daļu Maokes kalnos.",Provinces galvaspilsēta un lielākā apdzīvotā vieta ir Vamena.,0
Tas orbītā palaists 2015.,gada jūlijā; darbību beidza 2015. gada decembrī. Tas iegāja atmosfērā un sadega.,0
"Viena no leģendām vēsta, ka Laodzi dzimis 604.","gadā pirms mūsu ēras Ču valstī, Li apriņķa Lujī ciemā un esot dzīvojis 160 vai 200 gadu.[nepieciešama atsauce] Viņa īstais vārds esot Li Er Dans vai Lao Taņs,[nepieciešama atsauce] bet vārds Laodzi ir goda nosaukums, kas nozīmē ‘vecais skolotājs’. Kūlis.",0
Pilsoniskais nacionālisms bieži tiek pretstatīts etniskajam nacionālismam.,"Tā, piemēram, 20. gadsimta vidū Trešās pasaules valstu nacionālās atbrīvošanās cīņas pret koloniālismu bieži balstījās uz pilsonisko nacionālismu kā sabiedrības integrācijas līdzekli, pretstatot to imperiālismam raksturīgajam “skaldi un valdi” principam.",0
Galileo IOV FM2 palaists 2011.,"gada oktobrī; izvietots orbitālajā slotā B06. Pēc palaišanas pirmās divas nedēļas ik pēc 12 stundām Galileo IOV FM2 veica manevrus, lai sasniegtu vajadzīgo orbītu. 2012. gada 26. aprīlī tika paziņots, ka pirmie divi IOV pavadoņi pabeiguši testēšanas fāzi un tiek sākta orbitālo pārbaužu (In-Orbit Validation) fāze.",0
"Karjeras laikā aizvadījis 393 spēles Kontinentālās hokeja līgas kluba Astanas ""Baris"" sastāvā.",Kazahstānas hokeja izlases rindās spēlējis deviņos Pasaules čempionātos.,0
Bieži gubernators ir lielas administratīvās teritorijas vai federatīvās vienības vadītājs.,"Gubernatora tituls vairāk ir izplatīts federālās valstīs, piemēram, Amerikas Savienotajās Valstīs katram štatam ir savs gubernators, toties parlamentārās valstīs šāds tituls ir sastopams retāk.",0
"Vidzemes un Latgales novadi atradās Livonijas un Lietuvas reālūnijas sastāvā, daļēji krievu okupācijas zonā.",Kurzemes un Sāmsalas bīskaps (1560—1583) bija Magnuss.,0
Tīrs kalcija hidrīds ir balti ortorombiski kristāli (kristalizējas līdzīgi PbCl2).,Kalcija hidrīds nešķīst nekādos organiskos šķīdinātājos.,0
"Šenons divreiz nominēts Amerikas Kinoakadēmijas balvai kategorijā ""Labākais aktieris otrā plāna lomā"" par lomām Sema Mendesa filmā ""Revolūcijas ceļš"" (2008) un Toma Forda filmā ""Nakts dzīvnieki"" (2016).","Piedalījies arī Hulu seriālā ""Deviņi pilnīgi svešinieki"" (Nine Perfect Strangers, 2021).",0
"Autoceļš ir 9,1 km garš, pirmo 6,3 km garu posmu (līdz Ratniekiem) ir klāts ar grants segumu, bet atlikušo — ar asfaltbetona segumu.","Ceļš šķērso Rēzeknes novada Griškānu, Čornajas un Stoļerovas pagastus.",0
"Pašvaldībā ietilpst 2 lielciemi (Neo, Teravere) un 20 ciemi.","Robežojas ar Tartu pilsētas pašvaldību ziemeļos, Kambjas pagastu austrumos, Valgas apriņķa Otepē pagastu dienvidos, kā arī Elvas pagastu rietumos.",0
Klubs tika dibināts 1954.,"gadā kā Associazione Pallacanestro Treviso. ""Benetton"" spēlē Itālijas A sērijā. Labākais sasniegums Eirolīgā ir četras reizes sasniegtais Final Four.",0
Visas spēles tika aizvadītas Tokijas stadionā.,Kopumā piedalījās 24 izlases (12 vīriešu un 12 sieviešu komandas).,0
Paula Eremīta ordenis (latīņu: Ordo Sancti Pauli Primi Eremitæ (O.,"S.P.P.E); poļu: Zakon Świętego Pawła Pierwszego Pustelnika, angļu: The Order of Saint Paul the First Hermit), arī Paulīnieši (ungāru: Pálosok, horvātu: Pavlovci, vācu: Die Pauliner) ir 13. gadsimtā dibināts katoļu mūku ordenis, kas nosaukts par godu Paulam Tēbietim (jeb Paulam no Tēbām), 4. gadsimta svētajam, kuru uzskata par pirmo kristiešu mūku vientuļnieku (eremītu). Ordo Fratrum S.",0
"Līdz šim vienīgais kosmiskā nesēja veids ir nesējraķetes, kas darbojas pēc reaktīvās kustības principa.","Tā kā raķešdzinēji jau gandrīz ir izsmēluši principiālas uzlabošanas iespējas, bet joprojām to ražošana un ekslpuatācija ir ļoti dārga, tad tālākā nākotnē tiks projektētas principiāli jaunas sistēmas.",0
Atrodas Herlenas upes krastā 670 km uz austrumiem no galvaspilsētas Ulanbatoras.,Rīga : Galvenā enciklopēdiju redakcija. 1978. 153. lpp.,0
"Dzimis Santamonikā, Kalifornija, ASV.","Kanye West patika tas, ko bija dzirdējis un paņēma demo ierakstus no Big Sean.",0
"Izvietojies pagasta centrālajā daļā 6,5 km no pagasta centra Popes, 27,1 km no novada centra Ventspils un 175,7 km no Rīgas.","Esošajās robežās, pēc CSP un OSP datiem.",0
Savu karjeru sācis kā teātra aktieris.,"Piedalījies seriāla ""Fārgo"" (2020) ceturtajā sezonā.",0
"Tā organizē nacionālo futbola čempionātu, Skotijas Premjerlīgu, kā arī atbild par Skotijas futbola izlasi.","Tā ir gan UEFA, gan FIFA locekle.",0
"Tas raksturo pastiprinātāju vai citas skaņas tehnikas ieraksta atskaņošanas darbu tik augstā kvalitātē, ka ar cilvēka ausi nav jūtama dzirdama ietekme uz skaņas ierakstu.",Hi-Fi mērķis ir sasniegt minimālus vai nejūtamus trokšņus un kropļojumus.,0
Tie uzskatāmi par slāpekļpaskābes alkilesteriem.,"Alkilnitrītus cilvēki izmanto kā inhalantus, lai apreibinātos.",0
Vilis Hāzners piedzimis Vircavas pagasta Erslaku mājās meldera ģimenē.,"Majors Vilis Hāzners nomira ASV 1989. gada 12. maijā, 1991. gadā pārapbedīts Latvijā, Bērzkroga kapos.",0
Kopā ar VEF Rīga kļuvis par Latvijas Basketbola līgas (LBL) čempionu 2023.,"gadā, kļūstot arī par finālsērijas MVP. Spēlējis arī Ķīnā un Francijā. 2024. gada vasarā tika paziņots, ka N.",0
"Jonas Meka radošā darbība lielākoties saistīta ar kino un ASV, tomēr savu artavu viņš deva arī lietuviešu klasiskajā literatūrā.","Tā kā izejmateriāla kļūst arvien vairāk, Meks sāk meklēt jaunas formas un veidus to izrādīšanai — videoinstalācijas.",0
Latviešu literārās biedrības (Lettisch-Literärische Gesellschaft) dibinātājs (1824).,"A. jeb ""13"" Dieva vārdu mīļotajiem (daži raksti no Ageluta).",0
"To atbalstīja Ford koncerns, kurš 1999.",gadā iegādājās visu komandu un pārsauca to par Jaguar Racing. Komandu 2004. gada beigās iegādājās Red Bull un pārsauca par Red Bull Racing.,0
Tās ietver baltu un slāvu valodas.,"Tas norāda, ka baltu un slāvu valodām ir bijis kopīgs attīstības periods.",0
Tas ir 9 stundas priekšā UTC laikam un to galvenokārt izmanto Japānā.,Otrā pasaules kara laikā to bieži sauca arī par Tokijas standarta laiku.,0
Sākas mežainā apvidū austrumos no Mencendarbes.,"SIA ""Karšu izdevniecība Jāņa sēta"".",0
Uz dienvidiem no pilskalna atrodas dziļa grava.,"Pēc Ernesta Brastiņa domām, šis pilskalns ir 1263. gada Kursas dalīšanas līgumā minētā Matre.",0
Viņa vadītā kompānija Foster and Partners projektējusi vairākus būtiskas celtnes dažādās valstīs.,"HSBC galvenā mītne (1979—1986),  Honkonga Londonas Stanstedas lidostas terminālu celtne (1981—1991),  Apvienotā Karaliste Torre de Collserola (1992), Barselona,  Spānija Clyde Auditorium (1995—1997), Glāzgova,  Apvienotā Karaliste Commerzbank-Tower (1991—1997), Frankfurte pie Mainas,  Vācija Honkongas Starptautiskā lidosta (1992—1998),  Honkonga Reihstāga ēkas rekonstrukcija (1999), Berlīne,  Vācija Londonas rātsnams (2000), Londona,  Apvienotā Karaliste Tūkstošgades tilts (1996—2000), Londona,  Apvienotā Karaliste Al Faisalijā centrs, Rijāda,  Saūda Arābija HSBC galvenā mītne (2002), Londona,  Apvienotā Karaliste Bilbao metro (1988—1995, 1992—2004), Bilbao,  Spānija 30 St Mary Axe t.s.",0
Mācījies Ilzenes pamatskolā un Āgenskalna Valsts ģimnāzijā.,"Debitējis uz teātra skatuves izrādē ""Stikla zvērnīca"", kura tika uzvesta Valmieras teātrī.",0
"Visu šo simbolu atzīšanas pakāpe ir atšķirīga, bet tomēr pie biežāk lietojamiem ir pieskaitāmi esperanto karogs, esperanto kustības himna un zaļā piecstaru zvaigzne.","Camacho, «Celakantoj», p. 15; Eld.",0
Līdz gada beigām ir atlikušas 215 dienas.,"Schaffner), amerikāņu kinorežisors (miris 1989. gadā) 1928. gads — Anjēze Varda (Agnès Varda), franču kinorežisore (mirusi 2019. gadā) 1931. gads — Vizma Belševica, latviešu dzejniece, rakstniece un tulkotāja (mirusi 2005. gadā) 1934. gads — Aleksejs Ļeonovs (Алексей Леонов), PSRS kosmonauts (miris 2019. gadā) 1951. gads — Fernando Lugo (Fernando Lugo), Paragvajas prezidents, katoļu bīskaps 1956. gads — Davids Sasoli (David Sassoli), itāļu politiķis, 16.",0
Lēnes centrs bija Keksholma (mūsdienās Priozerska) pie Lādogas ezera.,"Otrā pasaules kara laikā, PSRS uzbrūkot Somijai (Ziemas karš), ieņemtā Keksholma tika iekļauta Karēļu-somu PSR. 1944. gada 24. novembrī Keksholmas rajonu pievienoja Krievijas PFSR Ļeņingradas apgabalam. 1948. gada 1. oktobrī Keksholmu pārdēvēja par Priozersku (Приозёрск).",0
"Hermeneitikai ir ļoti gara vēsture — tās aizsākumi meklējami jau antīkajā pasaulē, savukārt kopš viduslaikiem tā pastāvējusi kā Bībeles skaidrošanas nozare — ekseģēze.","Hermeneitikas uzmanības centrā ir ne tikai tekstu izprotamības jautājums, bet arī saziņa kā tāda.",0
Komanda tika dibināta 1967.,gadā. Divas sezonas klubā spēlēja latviete Anete Jēkabsone-Žogota.,0
"Organizācijas darbībai bija būtiska loma Novembra revolūcijas notikumos — viņi veica aģitāciju, organizēja masu streikus un bruņotas vienības varas pārņemšanai, veicināja padomju izveidi, kā arī faktiski vadīja pašu revolūcijas norisi.",Arī vēlāk Veimāras Republikā vācu komunistus nereti sauca par spartakiešiem.,0
Eiropas čempionāts hokejā.,Tas no 12. līdz 20. februārim norisinājās Zviedrijas galvaspilsētā Stokholmā.,0
"Tas pārsvarā sastāv no cinka sulfīda (ZnS) kristāliskā formā, taču vienmēr satur arī dzelzi.","Medus sfalerīts — caurspīdīgs, medus dzeltens Pfibramīts — kadmiju saturošs sfalerīts, kuru atrod Čehijā, Bohēmijā, Pfibramā.",0
"Tā apvieno lielus kaķus un mazus kaķus, hiēnas, mangustus un civetus.","Lai arī ir zināms, kad parādījās pirmie kaķveidīgie plēsēji, tomēr zinātnieki nav atraduši fosilijas, kuras piederētu kopīgam priekštecim visām kaķveidīgajām mūsdienu sugām.",0
Tas atdala Karaļa Kārļa Zemi dienvidos no Ziemeļaustrumu Zemes ziemeļos un savieno Olgas šaurumu ar Barenca jūru.,Šauruma abi krasti ietilpst Ziemeļaustrumu Svalbāras dabas rezervātā.,0
Kopējais šīs valodas pratēju skaits tiek lēsts ap 80 miljoniem.,"Salīdzinājumā ar citām ķīniešu valodām, vu valodu uzskata par mīkstāku un vieglāku.",0
"Visus kādas konkrētas vietas iedzīvotājus var iedalīt divās lielās daļās: ekonomiski neaktīvie iedzīvotāji — cilvēki, kurus neieskaita darbaspēka resursos, un ekonomiski aktīvie iedzīvotāji jeb darbaspēks — darbaspējīgo iedzīvotāju daļa, kuri piedāvā savu darbaspēku preču un pakalpojumu ražošanai.","Pie ekonomiski aktīvajiem iedzīvotājiem var pieskaitīt nodarbinātos cilvēkus vecumā no 16 gadiem līdz pensijas vecumam, reizēm arī vecākus, un bezdarbniekus no 15 gadiem līdz pensijas vecumam, kuriem nav darba un kuri meklē darbu un ir reģistrējušies Latvijas Nodarbinātības valsts dienestā vai tā citu zemju analogos.",0
Dzimtā ietilpst vasarzaļi koki un krūmi.,Dzimtā ietilpst aptuveni 30 ģintis un 600 sugas.,0
Karogs sastāv no divām vienāda platuma horizontālām līnijām — tumši zilas un sarkanas; karogs ir papildināts ar firsta kroni.,"Karogs lietots kopš 1764. gada un oficiāli iekļauts valsts konstitūcijā 1921. gadā, no tā paša gada tas ir Firstistes karogs.",0
"Pašlaik (2022) pārstāv DEL klubu Manheimas ""Adler"".",Endrass bija Vācijas izlases pamatvārtsargs.,0
"Tā bieži tiek dēvēta par ""sporta karalieni"".","Piezīme: Disciplīnas, kas atzīmētas slīprakstā, notiek vienīgi telpās Pasaules rekordi vieglatlētikā Latvijas rekordi vieglatlētikā Raimonds Ozoliņš. «Jānis Lūsis: Vieglatlētika ir jāpopularizē - tā tomēr ir sporta karaliene».",0
Domēns izveidots 1987.,gadā. Domēnus var reģistrēt tikai trešajā līmenī.,0
Ģerboņa autors ir Vladimirs Ladusāns.,"Zilā laukā divi krustoti zelta vārpu kūļi, augšā vairodziņš: sudraba laukā izaugoša purpura aļņa galva.",0
"Šajā valodā galvenokārt runā lezgīni, kas dzīvo Dagestānas dienvidos un Azerbaidžānas ziemeļos.",Lezgīnu valodas pratēju skaits tiek lēsts ap 655 tūkstošiem.,0
"Vidzemes un Latgales novadi atradās Livonijas un Lietuvas reālūnijas, daļēji Livonijas Karalistes sastāvā.",Kurzemes un Sāmsalas bīskaps (1560—1583) un krievu okupētās Livonijas karalis (1570—1578) bija Magnuss.,0
Corsa būvē kopš 1982.,"gada un kopš tā laikā tā ir pārdota zem dažādām markām (Vauxhall, Chevrolet un Holden). Mašīna nekad nav bijusi pārdota ASV un Kanādā.",0
"Vidējos Austrumos pastāvēja Partas lielvalsts un Kušānu valsts, kas aptvēra mūsdienu Tadžikistānas, Afganistānas, Pakistānas un Ziemeļindijas teritoriju.","Romiešu amfiteātris (56) Leptis Magna, Lībija.",0
Rīgas arhibīskaps (1528–1539) bija Tomass Šēnings.,Livonijas ordeņa mestrs (1494—1535) bija Valters fon Pletenbergs.,0
Baldriānskābe ir bezkrāsains šķidrums ar nepatīkamu smaku.,Izobaldriānskābes izoamilesteri lieto pārtikas rūpniecībā kā sintētisko ābolu esenci.,0
Domēna operators ir INRegistry.,"Līdz 2004. gadam zem .in domēna bija reģistrēti 7000 nosaukumi, bet 2006. gada beigās jau vairāk par 200 tūkstošiem.",0
"Muzeja kolekciju veido vairāk kā 1,5 miljoni vienības.",Muzeja ēka ir atzīta par vienu no Ņujorkas simboliem un 1977. gada 22. augustā ēka iekļauta Nacionālo vēsturisko vietu reģistrā.,0
Mārtiņš Bīmanis ir dzimis 1864.,"gada 1. maijā Lielplatones pagastā. 1891. gadā viņš beidza Rīgas Politehnikuma Inženieru nodaļu. Tehnika kā kultūras faktors (Kopsav. vācu val.: Die Technik als Kulturfaktor, 190.-192.lpp.) Latvijas Universitātes Raksti.",0
Atomi ar pilnu elektronu konfigurāciju (cēlgāzu atomi) parasti ir inerti.,Šie atomi labprāt veido jonu saiti ar pozitīvajiem metālu joniem.,0
Tas ir 34.,"lielākais Nigērijas štats pēc platības un 34. lielākais pēc iedzīvotāju skaita. Eboņi ir agrārs štats, kas specializējas kakao un rīsu audzēšanā.",0
Tā palaista 2010.,"gada maijā. Turpmākiem manevriem nolemts izmantot mazākus orientācijas dzinējus. 2011. gada 1., 10. un 21. novembrī Akatsuki veica dzinēju iedarbināšanu. 2015. gada 7. decembrī Akatsuki iegāja Veneras orbītā. 2016. gada 26. martā orbīta tika pazemināta līdz aptuveni 330 000 km. 17. maijā Akatsuki oficiāl isāka Veneras zinātnisko misiju.",0
"Zn(OH)2 ir bezkrāsaina kristāliska viela — sīki, gari, prizmatiski kristāli.",Karsējot cinka hidroksīds sadalās: Zn(OH)2 → ZnO + H2O Tas pamazām sāk zaudēt ūdeni jau pie 100 °C.,0
Roberts Lorenss piedzima 1935.,"gada 5. jūnijā Čikāgā. 1956. gadā Lorenss Bredlija universitātē ieguva bakalaura grādu ķīmijā. Pakaļējais sēdeklis, kam bija neliels aizkavējuma, lai netrāpītu priekšējam sēdeklim, tika katapultēts sāniski, uzreiz nogalinot Lorensu.",0
"Lai pārraidītu, piemēram, skaņu lielā attālumā, vispirms skaņas viļņa svārstības ar mikrofonu pārveido analogās jeb līdzīgās elektriskās strāvas svārstībās.","Pārraidītās svārstības pēc tam telefona klausulē vai radioaparāta skaļrunī atkal pārveido skaņas svārstībās, lai cilvēks tās varētu uztvert ar dzirdes orgānu - ausi.",0
"Matemātikas nozari, kurā tiek pētītas grupas, sauc par grupu teoriju.","Lai pāris (G, •) veidotu grupu, ir jāizpildās grupas aksiomām: slēgtība Jebkuriem diviem kopas G elementiem x un y operācijas ""•"" rezultāts x • y arī pieder kopai G. asociativitāte Jebkuriem trim kopas G elementiem x, y un z ir spēkā vienādojums (x • y) • z = x • (y • z). vienības elements Eksistē tāds kopas G elements e, ka jebkuram kopas G elementam x izpildās īpašība e • x = x • e = x. inversais elements Katram kopas G elementam x eksistē tāds kopas G elements y, ka x • y = y • x = e, kur e ir vienības elements.",0
"Kurzemes, Zemgales un Sēlijas vēsturiskās zemes atradās Kurzemes un Zemgales hercogistes sastāvā.",Vidzemes vēsturiskā zeme atradās Krievijas Impērijas Rīgas guberņas Rīgas un Cēsu provinču sastāvā.,0
Savu karjeru 1964.,"gadā sācis Blackpool, bet savu karjeras lielāko daļu aizvadījis Liverpool. Piedalījies 1970. gada FIFA Pasaules kausā un 1980. gada Eiropas čempionātā.",0
Adamovas ezers — ezers Rēzeknes novada Vērēmu pagastā.,Adamovas ezers — dabas parks Vērēmu pagastā.,0
Šo mākoņu vertikālie izmēri ir apmēram vienādi ar horizontālajiem.,No Gubu vidējiem mākoņiem nokrišņu parasti nav.,0
"Viņš pārsvarā spēlēja uzbrucēja pozīcijā, bet dažreiz arī labā pussarga pozīcijā.",Viņš atvadījās no lielā sporta 2005. gadā.,0
"Lokauts atšķiras no streika ar to, ka streiku uzsāk darba devēji, nevis ņēmēji.","Nacionālajā hokeja līgā lokauti notikuši 1994.—95., 2004.—05. un 2012.—13. gada sezonās. 2004.—05. gada sezona bija pirmā lokauta dēļ pilnībā atceltā sezona Ziemeļamerikas profesionālajā sportā.",0
Tas atrodas Indas palienē.,"Izveidojies plūdu laikā 1814., 1815. un 1817. gadā.",0
Stiepjas 100 km garumā ziemeļrietumu—dienvidaustrumu virzienā.,Rīga : Galvenā enciklopēdiju redakcija. 1978. 365. lpp.,0
Parasti Bundeslīgā ikgadu tiek noteikts Vācijas vai Austrijas čempions.,Vācijas basketbola Bundeslīga Vācijas futbola Bundeslīga Vācijas futbola 2.,0
"Minētās daļiņas un gamma stari savu enerģiju zaudē luminoforā, ierosinot un jonizējot molekulas.","Šajā brīdī mēs nevarējām neievērot, ka profesora Kirī rokas bija slimīgi iekaisušas no rādija staru iedarbības.",0
"Savas karjeras laikā pārstāvējis tādus Ukrainas klubus kā Doneckas ""Šahtar"", Ļvivas ""Karpati"" un Dnipro.",Pārstāvējis izlasi 2016. gada Eiropas čempionātā.,0
Latvijas Nacionālajos bruņotajos spēkos šādu dienesta pakāpi piešķir kaprālim pēc instruktora kursa pabeigšanas un četru gadu nodienēšanas kaprāļa pakāpē.,"Latvijas Republikas Militārā dienesta likums, 5. nodaļa, 33.pants.",0
Administratīvais centrs ir Provideņijas pilsētciemats.,"No visiem rajona iedzīvotājiem 37 % ir čukči, bet 19 % — eskimosi (to lielākais īpatsvars Krievijā).",0
Tās no 1956.,gada 2. novembra līdz 8. decembrim notika Austrālijas pilsētā Melburnā. Ilgu laiku tas bija lielākais latviešu sieviešu sportistu panākums olimpiskajās spēlēs.,0
Turnīru organizē FIBA Africa.,"Savukārt panākumiem bagātākā izlase ir Angolas izlase, kura ir izcīnījusi 11 titulus.",0
"Pamatraksts: Brīvmūrnieku saraksts fon Ikšķils (von Uexküll), Hans Georgs, barons ().","Ārsts Kurzemē, medicīnas doktors.",0
"Gravitācijas manevrs tiek izmantots, lai kosmiskais aparāts ekonomētu degvielu un sasniegtu lielu ātrumu, veicot lidojumus uz Saules sistēmas tālajām planētām.","Pirmais gravitācijas manevrs veikts 1959. gadā, kad PSRS kosmiskais aparāts Luna 3 nofotografēja Mēness otru pusi un pēc tam atgriezās Zemes tuvumā, lai pārraidītu fotogrāfijas.",0
Stumbrā uzkrājas barības vielas.,"Bumbuļsīpolam ir terminālais pumpurs, no kura attīstīsies zieds, un laterālie pumpuri, no kuriem attīstīsies jaunie augi.",0
"Tā bija pirmā latviešu mūzikas grupa, kas spēlēja pankroku, kā arī regeju.",Bildes - mūzikas un mākslas festivāls 15 gados.,0
Kopā ar Lorensu Olivjē un Džonu Gilgudu viņš ir viens no zināmākajiem 20.,"gadsimta angļu teātra aktieriem. Atveidojis lomas arī tādās filmās kā Things to Come (1936), Anna Karenina (1948), ""Kritušais elks"" (1948), Richard III (1955), Our Man in Havana (1959), Exodus (1960), Long Day's Journey into Night (1962), ""Doktors Živago"" (1965), Battle of Britain (1969), Whoever Slew Auntie Roo? (1971), Tales from the Crypt (1972), ""Ak, laimīgais!"" (1973), Rollerball (1975), Dragonslayer (1981) un ""Laika bandīti"" (1981).",0
"Kurzemes, Zemgales un Sēlijas vēsturiskās zemes atradās Kurzemes un Zemgales hercogistes sastāvā.",Vidzemes vēsturiskā zeme atradās Krievijas Impērijas Rīgas guberņas Rīgas un Cēsu provinču sastāvā.,0
Latvijas Zinātņu akadēmijas Goda loceklis (2003).,Miris 2017. gada 11. augustā.,0
"Pavlo Hnikins dzimis Sverdlovskā, Krievijas FPSR.",Pasaules čempionātā Hnikins izcīnīja sudrabu un divas bronzas.,0
Tas orbītā tika palaists 2021.,gada 17. jūnijā. Tajā pašā dienā 08:26 UTC (septiņas stundas pēc starta) Shenzhou 12 saslēdzās ar orbitālo staciju Tiangong pie tās pirmā moduļa Tianhe priekšējās pieslēgvietas. 16. septembrī 00:56 UTC Shenzhou 12 atvienojās no Tianhe. 17. septembrī 05:34:09 UTC kosmosa kuģa nolaižamais aparāts nolaidās Iekšējā Mongolijā.,0
"Pašlaik (2019) Konnolijs pārstāv NHL komandu Floridas ""Panthers"".","Iepriekš Konolijs ir spēlējis Tampabejas ""Lightning"", Bostonas ""Bruins"", Vašingtonas ""Capitals"" un AHL klubā Sirakjūsas ""Crunch"". 2018. gadā Konolijs ir izcīnijis Stenlija kausu.",0
Līdz pat 2002.,"gadam pārstāvēja savu dzimteni Kaboverdi, taču pēc Portugāles pilsonības iegūšanas sāka pārstāvēt Portugāli. Vēl ir startējis 2004. gada Vasaras Olimpiskajās spēlēs, kur tika iegūta 40. vieta trīssollēkšanā.",0
"Savu debiju piedzīvojusi austrāliešu drāmas seriālā All Saints (2004), bet viņas pirmā pilnmetrāžas filma bija Suburban Mayhem (2006).","Vēlreiz attēlojusi Alises lomu filmā ""Alise Aizspogulijā"" (2016), kā arī piedalījusies vairākās neatkarīgajās filmās.",0
Tas ir pēc platības lielākais ezers Mikronēzijā.,Ezerā dzīvo sālsūdens krokodilu populācija.,0
"Bāka ir aizmugurējā vaduguns Paslepas vadlīnijai, kura kopā ar Norbi vadlīniju vada kuģus pa Vosi šaurumu.","Bāka darbojas visu gadu, diennakts tumšajā laikā.",0
Atrodas vidēji 780 metrus virs jūras līmeņa un 163 kilometrus uz ziemeļaustrumiem no Šveices galvaspilsētas Bernes.,Apencelles-Innerrodenes kantona administratīvais centrs un lielākā pilsēta.,0
Hercoga Jēkaba iela sākas krustojumā ar Leona Paegles ielu un beidzas krustojumā ar Ventspils šoseju.,Ielā ir savrupmāju un vasarnīcu apbūve.,0
Atrodas netālu no Sāls kalniem.,Gar parka teritoriju tek Sloanas upe.,0
"Komētai parādoties, parasti tā var sasniegt 8.","zvaigžņlielumu, taču 1946. gadā tai notika vairāki uzliesmojumi, kas tās redzamo spožumu paaugstināja līdz 5m. Pēdējoreiz komēta perihēlijā bija 2012. gada 11. februārī.",0
